#1                   ******************************************************************************************
#                    *                                                                                        *
#                    *      BESANCON MODEL OF STELLAR POPULATION SYNTHESIS 2003-12
#                    *             
#                    * 
#                    ******************************************************************************************
#
#
#  (l =   200.0; b =   90.0)  Distance  0.0 a  50.0 kpc;  Solid angle      1.000  square degree
#  Adaptive step in distance  (20,30,50)
#  SELECTIONS :
#      Absolute magnitude:    -7.00 - 20.00
#      Apparent magnitudes Band   u  :-99.00- 99.00
#                          Band   g  :-99.00- 99.00
#                          Band   r  :-99.00- 99.00
#                          Band   i  : 15.00- 23.00
#                          Band   z  :-99.00- 99.00
#
#      Selection in age: from .00E9Gyr to Bulge
#      Spectral types: O0.0 - D5.0  Luminosity class    : 1 - 7  logTeff: 3.00 -  6.00  Log g:        -3.00-        8.00
#      Colour :  u-g      -99.00 -  99.00 Step    10.00
#                g-r      -99.00 -  99.00 Step    10.00
#                r-i      -99.00 -  99.00 Step    10.00
#                i-z      -99.00 -  99.00 Step    10.00
#
#      No kinematics                           
#   Computation mode :
#      Poisson drawings (ran1) for N <=  6
#      Photometric error laws:   i : 0.000000E+00+mag*0.000000E+00+mag^2*0.000000E+00
#                                u : 0.000000E+00+mag*0.000000E+00+mag^2*0.000000E+00
#                                g : 0.000000E+00+mag*0.000000E+00+mag^2*0.000000E+00
#                                r : 0.000000E+00+mag*0.000000E+00+mag^2*0.000000E+00
#                                z : 0.000000E+00+mag*0.000000E+00+mag^2*0.000000E+00
#      System: CFHT-Megacam : u* g r i z   0.323  0.257  0.300  0.412  0.718
#      Creation of a catalogue of simulated stars
#  
#   Evolution model parameters 
#     Nb of tracks : 881 (with masses)                                               
#     Low masses from Vandenberg                                                     
#     Masses >1Msun Schaller et al.                                                  
#     Type of disc luminosity function: Hipparcos                                    
#     Integration time (Gyr):  10.000                                                
#          SFR : SFR consta    , nu : 0.400                                          
#          IMF : IMF 0.6 (<1Msun), 2.0 (>1Msun)                                      
#     Bolometric corrections : Flower                                                
#     Grid :   mag(sup, inf)=(-11.000 , 17.00 ) 10.000                               
#          LogTeff(sup, inf)=(  3.400 ,  5.50 )100.000                               
#       WD disc Wood 10Gyr Bergeron colors                                           
#     Pop   2  bv923m3.lf   hb3m3.lf     Age= 11.0Gyr  x=-0.5  WD IMF Salpeter 12Gyr 
#     Pop   3  bv923m4.lf   hb3m4.lf     Age= 14.0Gyr  x=-0.5  WD IMF2 14Gyr halo DA 
#     #  Bulbe : BC95, IMF x= 1.35 Y=0.28 Z=0.02 Age 10.0 Gyr                        
#  
#        Simulation of the stellar content of the Galaxy                       
#  
#  DENSITY LAWS (distances in pc, densities in M0/PC3)
#      Disc density law: Einasto; bulge Dwek G2; with warp and flare 
#      Distance Sun - Galactic Center : 8500.00  Disc outer truncation :14000.00
#      Sun position z_0  :15.00 Warp: starting position   8400.00 pc, angle  1.57080 radians, slope  0.18000 Flare: slope    0.5450E-06 starting position   9500.00 pc
#      Disc scale length: Young disc: 5000.0 3000.0; Old disc: 2530.0 1320.0
#      Disc excentricities : 0.0140 0.0268 0.0375 0.0551 0.0696 0.0785 0.0791
#      Thick disc: Modified exponential    800.00 2500.00  400.00 density correction   1.000 White dwarfs: 0.50609E-03/pc3
#      Spheroid: excentricity: 0.7600 exponent:  2.440 density correction   1.000 Halo white dwarfs: 0.28286E-03/pc3
#      Interstellar matter: Einasto law: excentricity and scale lengths in pc 0.0140  7222.0  5777.0
#      Disc mass density as a fct of age in M/pc3 :.003999  .007902  .006224  .004020  .005814  .004928  .006590
#      Stellar densities in */pc3 for Mv<8 (disc, Th.Disc, Spheroid) :.154E-01  .103E-02  .794E-05  . White dwarfs:.660E-02  .506E-03  .283E-03
#      Interstellar matter ( M/pc3) :.0210
#  
#      bulge Dwek G2;    1.590/ 0.424/ 0.42(kpc)  alpha (deg) 78.90 gamma  91.27 beta   3.50 Normalisation    0.2544E+11 x   1.0000 Cutoff   2.54kpc
#
#  METALLICITIES     .15E9  1. E9  2. E9  3. E9  5. E9  7. E9  10.E9  Th.D.  Spher  Bulge
#      [FE/H]         0.01   0.03   0.03   0.01  -0.07  -0.14  -0.37  -0.78  -1.78   0.00
#      Dispersion     0.12   0.12   0.10   0.11   0.18   0.17   0.20   0.30   0.50   0.40
#      Gradient -    -0.07  -0.07  -0.07  -0.07  -0.07  -0.07  -0.07   0.00   0.00   0.00
#      Gradient |     0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
#  Absorption at s.n. : 0.70 mag./kpc   0 clouds
#  Dist    Mv  CL Typ  LTef  logg Age Mass  u-g    g-r    r-i    i-z    i   [Fe/H] l           b         Av   Mbol
 10.725  8.00  5 6.52 3.654  4.84  9 0.51  1.399  0.770  0.340  0.134 22.614 -2.70 200.00000  90.00000  0.061  7.533
 10.725  7.40  5 6.32 3.680  4.79  9 0.56  1.197  0.651  0.281  0.107 22.067 -1.92 200.00000  90.00000  0.061  7.055
 10.725  7.00  5 6.22 3.700  4.76  9 0.59  1.012  0.553  0.248  0.105 21.803 -2.29 200.00000  90.00000  0.061  6.729
 10.725  6.80  5 6.03 3.711  4.75  9 0.61  0.925  0.511  0.231  0.103 21.576 -2.48 200.00000  90.00000  0.061  6.561
 10.725  6.00  5 5.33 3.752  4.67  9 0.67  0.775  0.374  0.160  0.068 20.852 -1.35 200.00000  90.00000  0.061  5.856
 10.725  5.40  5 4.93 3.778  4.58  9 0.72  0.671  0.281  0.111  0.045 20.505 -1.62 200.00000  90.00000  0.061  5.275
 10.775  8.20  5 6.58 3.647  4.86  9 0.49  1.441  0.804  0.363  0.145 22.780 -1.97 200.00000  90.00000  0.061  7.693
 10.775  6.80  5 6.03 3.711  4.75  9 0.61  0.940  0.515  0.230  0.101 21.576 -1.87 200.00000  90.00000  0.061  6.561
 10.775  4.40  5 4.52 3.808  4.34  9 0.78  0.632  0.176  0.058  0.002 19.550 -1.93 200.00000  90.00000  0.061  4.299
 10.825  8.20  5 6.58 3.647  4.86  9 0.49  1.488  0.820  0.356  0.146 22.794 -1.63 200.00000  90.00000  0.061  7.693
 10.825  7.60  5 6.39 3.671  4.80  9 0.54  1.295  0.699  0.295  0.113 22.255 -1.74 200.00000  90.00000  0.061  7.215
 10.825  7.20  5 6.25 3.690  4.77  9 0.58  1.131  0.610  0.262  0.102 22.007 -1.74 200.00000  90.00000  0.061  6.893
 10.825  6.00  5 5.33 3.752  4.67  9 0.67  0.770  0.372  0.160  0.069 20.938 -1.39 200.00000  90.00000  0.061  5.856
 10.825  5.40  5 4.93 3.778  4.58  9 0.72  0.673  0.281  0.111  0.044 20.430 -1.60 200.00000  90.00000  0.061  5.275
 10.875  8.20  5 6.58 3.647  4.86  9 0.49  1.437  0.803  0.364  0.145 22.823 -2.24 200.00000  90.00000  0.061  7.693
 10.875  7.60  5 6.39 3.671  4.80  9 0.54  1.305  0.702  0.294  0.113 22.244 -1.67 200.00000  90.00000  0.061  7.215
 10.875  7.40  5 6.32 3.680  4.79  9 0.56  1.302  0.671  0.267  0.103 22.021 -1.27 200.00000  90.00000  0.061  7.055
 10.875  7.20  5 6.25 3.690  4.77  9 0.58  1.099  0.601  0.265  0.106 22.014 -2.44 200.00000  90.00000  0.061  6.893
 10.875  6.40  5 5.66 3.731  4.72  9 0.64  0.790  0.433  0.198  0.097 21.350 -2.29 200.00000  90.00000  0.061  6.219
 10.875  6.20  5 5.49 3.742  4.70  9 0.65  0.731  0.390  0.179  0.091 21.162 -2.36 200.00000  90.00000  0.061  6.042
 10.925  8.40  5 6.62 3.641  4.88  9 0.47  1.490  0.840  0.381  0.155 22.825 -1.83 200.00000  90.00000  0.061  7.856
 10.925  7.80  5 6.46 3.662  4.82  9 0.53  1.460  0.758  0.302  0.127 22.386 -1.24 200.00000  90.00000  0.061  7.374
 10.925  7.00  5 6.22 3.700  4.76  9 0.59  1.012  0.553  0.248  0.105 21.827 -2.14 200.00000  90.00000  0.061  6.729
 10.925  6.20  5 5.49 3.742  4.70  9 0.65  0.791  0.403  0.179  0.082 21.246 -1.52 200.00000  90.00000  0.061  6.042
 10.975  8.20  5 6.58 3.647  4.86  9 0.49  1.493  0.822  0.355  0.147 22.687 -1.59 200.00000  90.00000  0.061  7.693
 10.975  7.40  5 6.32 3.680  4.79  9 0.56  1.250  0.665  0.272  0.103 22.073 -1.49 200.00000  90.00000  0.061  7.055
 10.975  7.00  5 6.22 3.700  4.76  9 0.59  1.153  0.585  0.239  0.092 21.737 -1.17 200.00000  90.00000  0.061  6.729
 10.975  6.60  5 5.84 3.721  4.73  9 0.62  0.846  0.472  0.215  0.101 21.418 -2.72 200.00000  90.00000  0.061  6.392
 10.975  5.80  5 5.18 3.761  4.64  9 0.69  0.670  0.322  0.143  0.070 20.858 -2.00 200.00000  90.00000  0.061  5.664
 10.975  4.20  5 4.49 3.811  4.28  9 0.79  0.638  0.170  0.053 -0.005 19.455 -1.79 200.00000  90.00000  0.061  4.102
 11.025  8.40  5 6.62 3.641  4.88  9 0.47  1.531  0.856  0.376  0.156 22.982 -1.52 200.00000  90.00000  0.061  7.856
 11.025  5.80  5 5.18 3.761  4.64  9 0.69  0.670  0.322  0.143  0.070 20.907 -2.42 200.00000  90.00000  0.061  5.664
 11.025  5.60  5 5.05 3.770  4.61  9 0.70  0.662  0.297  0.126  0.059 20.765 -1.92 200.00000  90.00000  0.061  5.470
 11.075  8.00  5 6.52 3.654  4.84  9 0.51  1.440  0.781  0.333  0.135 22.637 -1.70 200.00000  90.00000  0.061  7.533
 11.075  6.40  5 5.66 3.731  4.72  9 0.64  0.864  0.448  0.197  0.086 21.382 -1.45 200.00000  90.00000  0.061  6.219
 11.125  7.20  5 6.25 3.690  4.77  9 0.58  1.099  0.601  0.265  0.106 22.007 -2.94 200.00000  90.00000  0.061  6.893
 11.125  6.80  5 6.03 3.711  4.75  9 0.61  0.925  0.511  0.231  0.103 21.672 -2.07 200.00000  90.00000  0.061  6.561
 11.175  4.80  5 4.65 3.798  4.45  9 0.76  0.662  0.225  0.075  0.010 20.021 -1.36 200.00000  90.00000  0.061  4.690
 11.175  4.20  5 4.49 3.811  4.28  9 0.79  0.630  0.164  0.053 -0.003 19.373 -2.31 200.00000  90.00000  0.061  4.102
 11.225  6.80  5 6.03 3.711  4.75  9 0.61  0.935  0.514  0.230  0.101 21.625 -1.91 200.00000  90.00000  0.061  6.561
 11.225  5.60  5 5.05 3.770  4.61  9 0.70  0.778  0.335  0.123  0.043 20.682 -0.82 200.00000  90.00000  0.061  5.470
 11.325  8.40  5 6.62 3.641  4.88  9 0.47  1.468  0.832  0.384  0.155 22.937 -2.24 200.00000  90.00000  0.061  7.856
 11.325  8.00  5 6.52 3.654  4.84  9 0.51  1.498  0.793  0.324  0.137 22.737 -1.36 200.00000  90.00000  0.061  7.533
 11.325  7.40  5 6.32 3.680  4.79  9 0.56  1.247  0.664  0.273  0.103 22.113 -1.51 200.00000  90.00000  0.061  7.055
 11.325  5.60  5 5.05 3.770  4.61  9 0.70  0.682  0.304  0.126  0.055 20.649 -1.69 200.00000  90.00000  0.061  5.470
 11.375  5.80  5 5.18 3.761  4.64  9 0.69  0.822  0.365  0.139  0.053 20.928 -0.76 200.00000  90.00000  0.061  5.664
 11.425  4.00  5 4.48 3.812  4.21  9 0.80  0.632  0.160  0.051 -0.004 19.225 -3.00 200.00000  90.00000  0.061  3.905
 11.475  6.20  5 5.49 3.742  4.70  9 0.65  0.731  0.390  0.179  0.091 21.361 -2.46 200.00000  90.00000  0.061  6.042
 11.475  4.00  5 4.48 3.812  4.21  9 0.80  0.677  0.192  0.049 -0.015 19.366 -0.97 200.00000  90.00000  0.061  3.905
 11.525  7.80  5 6.46 3.662  4.82  9 0.53  1.335  0.733  0.322  0.125 22.580 -2.14 200.00000  90.00000  0.061  7.374
 11.525  6.00  5 5.33 3.752  4.67  9 0.67  0.722  0.360  0.160  0.076 21.069 -1.78 200.00000  90.00000  0.061  5.856
 11.525  5.80  5 5.18 3.761  4.64  9 0.69  0.735  0.342  0.143  0.059 20.863 -1.35 200.00000  90.00000  0.061  5.664
 11.625  8.00  5 6.52 3.654  4.84  9 0.51  1.399  0.770  0.340  0.134 22.797 -2.02 200.00000  90.00000  0.061  7.533
 11.625  7.40  5 6.32 3.680  4.79  9 0.56  1.340  0.675  0.262  0.104 22.358 -1.11 200.00000  90.00000  0.061  7.055
 11.625  4.80  5 4.65 3.798  4.45  9 0.76  0.629  0.206  0.076  0.018 20.096 -2.54 200.00000  90.00000  0.061  4.690
 11.675  7.00  5 6.22 3.700  4.76  9 0.59  1.037  0.561  0.246  0.101 21.939 -1.80 200.00000  90.00000  0.061  6.729
 11.675  4.60  5 4.58 3.803  4.39  9 0.77  0.689  0.226  0.064 -0.002 19.842 -0.90 200.00000  90.00000  0.061  4.494
 11.725  8.20  5 6.58 3.647  4.86  9 0.49  1.484  0.819  0.356  0.146 22.958 -1.66 200.00000  90.00000  0.061  7.693
 11.725  8.00  5 6.52 3.654  4.84  9 0.51  1.399  0.770  0.340  0.134 22.768 -2.02 200.00000  90.00000  0.061  7.533
 11.725  6.20  5 5.49 3.742  4.70  9 0.65  0.731  0.390  0.179  0.091 21.250 -2.89 200.00000  90.00000  0.061  6.042
 11.725  4.20  5 4.49 3.811  4.28  9 0.79  0.633  0.166  0.053 -0.003 19.514 -1.92 200.00000  90.00000  0.061  4.102
 11.775  8.20  5 6.58 3.647  4.86  9 0.49  1.437  0.803  0.364  0.145 22.842 -2.04 200.00000  90.00000  0.061  7.693
 11.775  7.40  5 6.32 3.680  4.79  9 0.56  1.231  0.660  0.275  0.104 22.300 -1.64 200.00000  90.00000  0.061  7.055
 11.775  5.80  5 5.18 3.761  4.64  9 0.69  0.676  0.324  0.143  0.069 20.926 -1.94 200.00000  90.00000  0.061  5.664
 11.825  7.40  5 6.32 3.680  4.79  9 0.56  1.186  0.648  0.282  0.107 22.278 -2.62 200.00000  90.00000  0.061  7.055
 11.825  6.20  5 5.49 3.742  4.70  9 0.65  0.731  0.390  0.179  0.091 21.338 -2.00 200.00000  90.00000  0.061  6.042
 11.825  4.60  5 4.58 3.803  4.39  9 0.77  0.650  0.204  0.067  0.005 19.953 -1.51 200.00000  90.00000  0.061  4.494
 11.875  7.00  5 6.22 3.700  4.76  9 0.59  1.012  0.553  0.248  0.105 22.074 -2.02 200.00000  90.00000  0.061  6.729
 11.875  6.60  5 5.84 3.721  4.73  9 0.62  0.874  0.478  0.214  0.097 21.585 -1.78 200.00000  90.00000  0.061  6.392
 11.925  8.20  5 6.58 3.647  4.86  9 0.49  1.462  0.811  0.360  0.146 22.862 -1.82 200.00000  90.00000  0.061  7.693
 11.925  7.40  5 6.32 3.680  4.79  9 0.56  1.239  0.662  0.274  0.103 22.270 -1.58 200.00000  90.00000  0.061  7.055
 11.925  6.60  5 5.84 3.721  4.73  9 0.62  0.846  0.472  0.215  0.101 21.754 -2.05 200.00000  90.00000  0.061  6.392
 11.925  6.40  5 5.66 3.731  4.72  9 0.64  0.850  0.445  0.197  0.088 21.544 -1.53 200.00000  90.00000  0.061  6.219
 11.975  7.40  5 6.32 3.680  4.79  9 0.56  1.281  0.668  0.269  0.103 22.245 -1.36 200.00000  90.00000  0.061  7.055
 11.975  7.00  5 6.22 3.700  4.76  9 0.59  1.012  0.553  0.248  0.105 22.015 -2.13 200.00000  90.00000  0.061  6.729
 11.975  4.00  5 4.48 3.812  4.21  9 0.80  0.632  0.160  0.051 -0.004 19.377 -2.11 200.00000  90.00000  0.061  3.905
 11.975  0.30  3 5.26 3.726  2.40  9 0.90  0.971  0.487  0.228  0.091 15.334 -1.65 200.00000  90.00000  0.061  0.110
 12.025  8.00  5 6.52 3.654  4.84  9 0.51  1.824  0.815  0.294  0.163 22.930 -0.56 200.00000  90.00000  0.061  7.533
 12.025  7.00  5 6.22 3.700  4.76  9 0.59  1.115  0.579  0.242  0.093 22.025 -1.33 200.00000  90.00000  0.061  6.729
 12.025  6.40  5 5.66 3.731  4.72  9 0.64  0.851  0.446  0.197  0.088 21.419 -1.52 200.00000  90.00000  0.061  6.219
 12.025  6.00  5 5.33 3.752  4.67  9 0.67  0.698  0.354  0.160  0.080 21.224 -2.15 200.00000  90.00000  0.061  5.856
 12.075  7.20  5 6.25 3.690  4.77  9 0.58  1.099  0.601  0.265  0.106 22.091 -2.08 200.00000  90.00000  0.061  6.893
 12.075  7.00  5 6.22 3.700  4.76  9 0.59  1.095  0.576  0.243  0.094 22.016 -1.41 200.00000  90.00000  0.061  6.729
 12.075  4.20  5 4.49 3.811  4.28  9 0.79  0.681  0.199  0.050 -0.014 19.604 -0.90 200.00000  90.00000  0.061  4.102
 12.075  3.80  4 4.34 3.809  4.12  9 0.80  0.664  0.189  0.054 -0.007 19.114 -1.31 200.00000  90.00000  0.061  3.707
 12.125  7.80  5 6.46 3.662  4.82  9 0.53  1.390  0.747  0.313  0.125 22.711 -1.60 200.00000  90.00000  0.061  7.374
 12.125  6.80  5 6.03 3.711  4.75  9 0.61  0.950  0.518  0.229  0.099 21.961 -1.80 200.00000  90.00000  0.061  6.561
 12.125  6.40  5 5.66 3.731  4.72  9 0.64  0.790  0.433  0.198  0.097 21.540 -2.35 200.00000  90.00000  0.061  6.219
 12.125  5.20  5 4.82 3.786  4.54  9 0.74  0.650  0.251  0.097  0.035 20.517 -1.78 200.00000  90.00000  0.061  5.080
 12.125  4.60  5 4.58 3.803  4.39  9 0.77  0.649  0.203  0.067  0.005 19.996 -1.56 200.00000  90.00000  0.061  4.494
 12.175  6.80  5 6.03 3.711  4.75  9 0.61  1.348  0.562  0.216  0.095 21.819 -0.60 200.00000  90.00000  0.061  6.561
 12.175  3.40  4 4.63 3.782  3.85  9 0.81  0.711  0.279  0.101  0.032 18.677 -1.16 200.00000  90.00000  0.061  3.299
 12.225  8.20  5 6.58 3.647  4.86  9 0.49  1.483  0.818  0.357  0.146 22.935 -1.67 200.00000  90.00000  0.061  7.693
 12.225  7.20  5 6.25 3.690  4.77  9 0.58  1.146  0.614  0.260  0.101 22.146 -1.63 200.00000  90.00000  0.061  6.893
 12.225  6.80  5 6.03 3.711  4.75  9 0.61  0.937  0.514  0.230  0.101 21.798 -1.90 200.00000  90.00000  0.061  6.561
 12.225  5.60  5 5.05 3.770  4.61  9 0.70  0.656  0.294  0.126  0.060 20.854 -2.06 200.00000  90.00000  0.061  5.470
 12.225  5.00  5 4.73 3.792  4.49  9 0.75  0.647  0.233  0.086  0.024 20.376 -1.73 200.00000  90.00000  0.061  4.885
 12.275  8.20  5 6.58 3.647  4.86  9 0.49  1.512  0.827  0.352  0.147 22.920 -1.47 200.00000  90.00000  0.061  7.693
 12.275  7.00  5 6.22 3.700  4.76  9 0.59  1.143  0.584  0.240  0.092 22.109 -1.21 200.00000  90.00000  0.061  6.729
 12.275  6.00  5 5.33 3.752  4.67  9 0.67  0.777  0.374  0.160  0.068 21.265 -1.34 200.00000  90.00000  0.061  5.856
 12.275  4.60  5 4.58 3.803  4.39  9 0.77  0.643  0.200  0.067  0.007 19.961 -1.68 200.00000  90.00000  0.061  4.494
 12.275  3.80  4 4.34 3.809  4.12  9 0.80  0.673  0.195  0.054 -0.009 19.130 -1.13 200.00000  90.00000  0.061  3.707
 12.275  0.40  3 5.60 3.696  2.25  9 0.82  1.117  0.600  0.281  0.114 15.449 -1.80 200.00000  90.00000  0.061  0.135
 12.325  6.40  5 5.66 3.731  4.72  9 0.64  0.947  0.464  0.195  0.079 21.596 -1.05 200.00000  90.00000  0.061  6.219
 12.325  4.60  5 4.58 3.803  4.39  9 0.77  0.634  0.194  0.067  0.009 20.101 -1.88 200.00000  90.00000  0.061  4.494
 12.375  7.20  5 6.25 3.690  4.77  9 0.58  1.140  0.612  0.261  0.101 22.230 -1.67 200.00000  90.00000  0.061  6.893
 12.375  5.00  5 4.73 3.792  4.49  9 0.75  0.663  0.242  0.085  0.021 20.368 -1.45 200.00000  90.00000  0.061  4.885
 12.375  3.40  4 4.63 3.782  3.85  9 0.81  0.679  0.264  0.102  0.038 18.715 -1.61 200.00000  90.00000  0.061  3.299
 12.425  5.20  5 4.82 3.786  4.54  9 0.74  0.666  0.258  0.097  0.031 20.610 -1.54 200.00000  90.00000  0.061  5.080
 12.425  0.40  3 5.19 3.732  2.42  9 0.82  0.893  0.470  0.224  0.086 15.442 -1.92 200.00000  90.00000  0.061  0.200
 12.475  5.80  5 5.18 3.761  4.64  9 0.69  0.755  0.347  0.142  0.056 21.155 -1.20 200.00000  90.00000  0.061  5.664
 12.525  8.00  5 6.52 3.654  4.84  9 0.51  1.399  0.770  0.340  0.134 22.996 -2.13 200.00000  90.00000  0.061  7.533
 12.525  7.80  5 6.46 3.662  4.82  9 0.53  1.335  0.733  0.322  0.125 22.672 -2.07 200.00000  90.00000  0.061  7.374
 12.525  6.80  5 6.03 3.711  4.75  9 0.61  0.973  0.523  0.228  0.096 21.899 -1.61 200.00000  90.00000  0.061  6.561
 12.525  6.40  5 5.66 3.731  4.72  9 0.64  0.854  0.446  0.197  0.087 21.572 -1.50 200.00000  90.00000  0.061  6.219
 12.625  7.20  5 6.25 3.690  4.77  9 0.58  1.129  0.609  0.262  0.103 22.210 -1.76 200.00000  90.00000  0.061  6.893
 12.625  5.60  5 5.05 3.770  4.61  9 0.70  0.720  0.317  0.126  0.048 21.029 -1.29 200.00000  90.00000  0.061  5.470
 12.625  5.40  5 4.93 3.778  4.58  9 0.72  0.643  0.269  0.111  0.051 20.885 -2.40 200.00000  90.00000  0.061  5.275
 12.675  6.80  5 6.03 3.711  4.75  9 0.61  1.096  0.546  0.224  0.087 21.962 -1.04 200.00000  90.00000  0.061  6.561
 12.675  5.20  5 4.82 3.786  4.54  9 0.74  0.639  0.245  0.097  0.037 20.599 -1.96 200.00000  90.00000  0.061  5.080
 12.725  7.40  5 6.32 3.680  4.79  9 0.56  1.186  0.648  0.282  0.107 22.401 -2.22 200.00000  90.00000  0.061  7.055
 12.775  6.00  5 5.33 3.752  4.67  9 0.67  0.698  0.354  0.160  0.080 21.398 -2.33 200.00000  90.00000  0.061  5.856
 12.775  5.80  5 5.18 3.761  4.64  9 0.69  0.694  0.329  0.143  0.066 21.089 -1.74 200.00000  90.00000  0.061  5.664
 12.775  5.60  5 5.05 3.770  4.61  9 0.70  0.656  0.294  0.126  0.060 20.957 -2.33 200.00000  90.00000  0.061  5.470
 12.875  7.20  5 6.25 3.690  4.77  9 0.58  1.152  0.616  0.259  0.100 22.324 -1.58 200.00000  90.00000  0.061  6.893
 12.925  8.00  5 6.52 3.654  4.84  9 0.51  1.411  0.773  0.338  0.134 22.937 -1.92 200.00000  90.00000  0.061  7.533
 12.925  7.60  5 6.39 3.671  4.80  9 0.54  1.262  0.690  0.301  0.115 22.675 -2.11 200.00000  90.00000  0.061  7.215
 12.925  6.20  5 5.49 3.742  4.70  9 0.65  0.828  0.410  0.179  0.078 21.509 -1.32 200.00000  90.00000  0.061  6.042
 12.975  7.00  5 6.22 3.700  4.76  9 0.59  1.079  0.574  0.244  0.095 22.143 -1.48 200.00000  90.00000  0.061  6.729
 13.025  6.40  5 5.66 3.731  4.72  9 0.64  0.815  0.438  0.198  0.093 21.683 -1.80 200.00000  90.00000  0.061  6.219
 13.075  6.60  5 5.84 3.721  4.73  9 0.62  0.902  0.483  0.213  0.093 21.784 -1.56 200.00000  90.00000  0.061  6.392
 13.075  3.80  4 4.34 3.809  4.12  9 0.80  0.636  0.168  0.055  0.000 19.373 -2.75 200.00000  90.00000  0.061  3.707
 13.125  7.80  5 6.46 3.662  4.82  9 0.53  1.384  0.746  0.314  0.125 22.898 -1.64 200.00000  90.00000  0.061  7.374
 13.125  5.00  5 4.73 3.792  4.49  9 0.75  0.632  0.225  0.086  0.028 20.569 -2.00 200.00000  90.00000  0.061  4.885
 13.175  7.20  5 6.25 3.690  4.77  9 0.58  1.321  0.637  0.247  0.099 22.296 -0.93 200.00000  90.00000  0.061  6.893
 13.175  6.60  5 5.84 3.721  4.73  9 0.62  0.872  0.477  0.214  0.097 21.815 -1.80 200.00000  90.00000  0.061  6.392
 13.175  6.40  5 5.66 3.731  4.72  9 0.64  0.810  0.437  0.198  0.094 21.689 -1.84 200.00000  90.00000  0.061  6.219
 13.175  6.20  5 5.49 3.742  4.70  9 0.65  0.782  0.401  0.179  0.083 21.521 -1.59 200.00000  90.00000  0.061  6.042
 13.175  6.00  5 5.33 3.752  4.67  9 0.67  0.739  0.365  0.160  0.073 21.320 -1.62 200.00000  90.00000  0.061  5.856
 13.175  5.80  5 5.18 3.761  4.64  9 0.69  0.829  0.366  0.138  0.053 21.189 -0.72 200.00000  90.00000  0.061  5.664
 13.175  4.40  5 4.52 3.808  4.34  9 0.78  0.684  0.210  0.056 -0.009 19.877 -0.90 200.00000  90.00000  0.061  4.299
 13.225  7.60  5 6.39 3.671  4.80  9 0.54  1.371  0.713  0.284  0.113 22.707 -1.30 200.00000  90.00000  0.061  7.215
 13.225  7.00  5 6.22 3.700  4.76  9 0.59  1.023  0.557  0.247  0.103 22.247 -1.91 200.00000  90.00000  0.061  6.729
 13.225  6.40  5 5.66 3.731  4.72  9 0.64  0.796  0.434  0.198  0.096 21.695 -1.95 200.00000  90.00000  0.061  6.219
 13.225  5.40  5 4.93 3.778  4.58  9 0.72  0.643  0.269  0.111  0.051 20.888 -2.58 200.00000  90.00000  0.061  5.275
 13.225  5.20  5 4.82 3.786  4.54  9 0.74  0.661  0.256  0.097  0.032 20.630 -1.61 200.00000  90.00000  0.061  5.080
 13.275  7.20  5 6.25 3.690  4.77  9 0.58  1.126  0.608  0.262  0.103 22.372 -1.79 200.00000  90.00000  0.061  6.893
 13.275  7.00  5 6.22 3.700  4.76  9 0.59  1.044  0.563  0.246  0.100 22.182 -1.74 200.00000  90.00000  0.061  6.729
 13.275  6.40  5 5.66 3.731  4.72  9 0.64  0.790  0.433  0.198  0.097 21.687 -2.68 200.00000  90.00000  0.061  6.219
 13.275  5.40  5 4.93 3.778  4.58  9 0.72  0.643  0.269  0.111  0.051 20.869 -2.80 200.00000  90.00000  0.061  5.275
 13.325  7.60  5 6.39 3.671  4.80  9 0.54  1.262  0.690  0.301  0.115 22.793 -2.32 200.00000  90.00000  0.061  7.215
 13.325  5.60  5 5.05 3.770  4.61  9 0.70  0.752  0.328  0.125  0.044 20.970 -0.99 200.00000  90.00000  0.061  5.470
 13.375  6.80  5 6.03 3.711  4.75  9 0.61  0.925  0.511  0.231  0.103 22.082 -2.39 200.00000  90.00000  0.061  6.561
 13.375  6.60  5 5.84 3.721  4.73  9 0.62  0.846  0.472  0.215  0.101 21.872 -2.12 200.00000  90.00000  0.061  6.392
 13.375  6.00  5 5.33 3.752  4.67  9 0.67  0.779  0.375  0.160  0.068 21.375 -1.32 200.00000  90.00000  0.061  5.856
 13.375  4.80  5 4.65 3.798  4.45  9 0.76  0.631  0.207  0.076  0.018 20.366 -1.97 200.00000  90.00000  0.061  4.690
 13.475  6.80  5 6.03 3.711  4.75  9 0.61  0.925  0.511  0.231  0.103 22.088 -2.18 200.00000  90.00000  0.061  6.561
 13.475  5.60  5 5.05 3.770  4.61  9 0.70  0.673  0.300  0.126  0.056 21.140 -1.79 200.00000  90.00000  0.061  5.470
 13.475  5.40  5 4.93 3.778  4.58  9 0.72  0.643  0.269  0.111  0.051 21.027 -2.03 200.00000  90.00000  0.061  5.275
 13.525  8.00  5 6.52 3.654  4.84  9 0.51  1.444  0.782  0.332  0.135 22.983 -1.68 200.00000  90.00000  0.061  7.533
 13.525  7.80  5 6.46 3.662  4.82  9 0.53  1.812  0.780  0.276  0.152 22.938 -0.48 200.00000  90.00000  0.061  7.374
